experimento,tempo,consumo_cpu
21,1.0,110.0
21,1.5,75.0
21,2.0,85.1
21,2.5,118.0
21,3.0,166.0
21,3.5,144.0
21,4.0,74.0
21,4.5,203.0
21,5.0,159.0
21,5.5,92.5
21,6.0,85.1
21,6.5,114.0
21,7.0,129.0
21,7.5,225.0
21,8.0,181.0
21,8.5,211.0
21,9.0,214.0
21,9.5,157.0
21,10.0,151.0
21,10.5,118.0
21,11.0,92.8
21,11.5,100.0
21,12.0,121.0
21,12.5,148.0
21,13.0,166.0
21,13.5,137.0
21,14.0,150.0
21,14.5,200.0
21,15.0,121.0
21,15.5,82.1
21,16.0,125.0
21,16.5,122.0
21,17.0,211.0
21,17.5,129.0
21,18.0,170.0
21,18.5,225.0
21,19.0,100.0
21,19.5,139.0
21,20.0,114.0
21,20.5,85.7
21,21.0,67.8
21,21.5,89.2
21,22.0,203.0
21,22.5,111.0
21,23.0,117.0
21,23.5,166.0
21,24.0,107.0
21,24.5,100.0
21,25.0,78.5
21,25.5,114.0
21,26.0,107.0
21,26.5,203.0
21,27.0,103.0
21,27.5,174.0
21,28.0,200.0
21,28.5,132.0
21,29.0,107.0
21,29.5,107.0
21,30.0,96.2
22,0.5,85.1
22,1.0,92.5
22,1.5,222.0
22,2.0,133.0
22,2.5,110.0
22,3.0,228.0
22,3.5,133.0
22,4.0,137.0
22,4.5,103.0
22,5.0,82.1
22,5.5,100.0
22,6.0,189.0
22,6.5,182.0
22,7.0,125.0
22,7.5,159.0
22,8.0,122.0
22,8.5,233.0
22,9.0,114.0
22,9.5,100.0
22,10.0,137.0
22,10.5,67.8
22,11.0,186.0
22,11.5,196.0
22,12.0,248.0
22,12.5,188.0
22,13.0,122.0
22,13.5,140.0
22,14.0,125.0
22,14.5,85.7
22,15.0,100.0
22,15.5,164.0
22,16.0,189.0
22,16.5,96.4
22,17.0,177.0
22,17.5,181.0
22,18.0,164.0
22,18.5,96.2
22,19.0,117.0
22,19.5,110.0
22,20.0,67.8
22,20.5,181.0
22,21.0,203.0
22,21.5,111.0
22,22.0,122.0
22,22.5,133.0
22,23.0,107.0
22,23.5,85.1
22,24.0,96.2
22,24.5,118.0
22,25.0,200.0
22,25.5,182.0
22,26.0,159.0
22,26.5,196.0
22,27.0,174.0
22,27.5,107.0
22,28.0,114.0
22,28.5,96.4
22,29.0,129.0
22,29.5,85.1
22,30.0,210.0
23,0.5,148.0
23,1.0,107.0
23,1.5,185.0
23,2.0,85.1
23,2.5,133.0
23,3.0,88.8
23,3.5,89.2
23,4.0,96.2
23,4.5,157.0
23,5.0,233.0
23,5.5,92.8
23,6.0,122.0
23,6.5,166.0
23,7.0,185.0
23,7.5,103.0
23,8.0,77.7
23,8.5,128.0
23,9.0,85.1
23,9.5,192.0
23,10.0,214.0
23,10.5,96.2
23,11.0,203.0
23,11.5,78.5
23,12.0,100.0
23,12.5,110.0
23,13.0,88.8
23,13.5,111.0
23,14.0,85.1
23,14.5,222.0
23,15.0,135.0
23,15.5,166.0
23,16.0,162.0
23,16.5,157.0
23,17.0,140.0
23,17.5,88.8
23,18.0,111.0
23,18.5,103.0
23,19.0,203.0
23,19.5,214.0
23,20.0,121.0
23,20.5,188.0
23,21.0,135.0
23,21.5,100.0
23,22.0,85.1
23,22.5,96.4
23,23.0,92.5
23,23.5,77.7
23,24.0,185.0
23,24.5,174.0
23,25.0,155.0
23,25.5,178.0
23,26.0,192.0
23,26.5,118.0
23,27.0,92.8
23,27.5,88.8
23,28.0,85.7
23,28.5,177.0
23,29.0,133.0
23,29.5,129.0
23,30.0,233.0
24,0.5,96.2
24,1.0,178.0
24,1.5,100.0
24,2.0,96.4
24,2.5,125.0
24,3.0,66.6
24,3.5,185.0
24,4.0,125.0
24,4.5,192.0
24,5.0,139.0
24,5.5,111.0
